Historical Adjusted Price Data,,,,,,
"Actual historical data, 02-Jan-2023 to 31-Dec-2025. Stocks: Yahoo Finance/yfinance-derived adjusted prices. NIFTY 50: ^NSEI historical index close (for an index, Close is the adjusted-price series).",,,,,,
,,,,,,
Date,Reliance Industries,HDFC Bank,TCS,ICICI Bank,Infosys,NIFTY 50
06-Dec-2024,"₹1,300.32",₹900.65,"₹4,162.92","₹1,318.58","₹1,827.60","₹24,677.80"
09-Dec-2024,"₹1,284.06",₹907.52,"₹4,169.14","₹1,312.18","₹1,828.78","₹24,619.00"
10-Dec-2024,"₹1,273.85",₹906.60,"₹4,150.79","₹1,320.26","₹1,852.46","₹24,610.05"
11-Dec-2024,"₹1,267.26",₹904.17,"₹4,146.01","₹1,317.34","₹1,876.79","₹24,641.80"
12-Dec-2024,"₹1,252.09",₹902.30,"₹4,171.77","₹1,319.07","₹1,889.01","₹24,548.70"
13-Dec-2024,"₹1,261.95",₹908.37,"₹4,189.51","₹1,334.60","₹1,901.08","₹24,768.30"
16-Dec-2024,"₹1,257.44",₹905.19,"₹4,134.54","₹1,335.79","₹1,882.40","₹24,668.25"
17-Dec-2024,"₹1,234.64",₹889.69,"₹4,053.35","₹1,323.54","₹1,879.12","₹24,336.00"
18-Dec-2024,"₹1,242.52",₹878.74,"₹4,071.47","₹1,304.09","₹1,881.55","₹24,198.85"
19-Dec-2024,"₹1,219.91",₹870.39,"₹4,000.35","₹1,277.05","₹1,850.22","₹23,951.70"
20-Dec-2024,"₹1,194.98",₹859.72,"₹3,905.21","₹1,278.53","₹1,827.36","₹23,587.50"
23-Dec-2024,"₹1,211.83",₹874.03,"₹3,893.97","₹1,286.87","₹1,829.40","₹23,753.45"
24-Dec-2024,"₹1,212.28",₹872.63,"₹3,913.82","₹1,287.32","₹1,814.90","₹23,727.65"
26-Dec-2024,"₹1,206.13",₹869.06,"₹3,904.09","₹1,287.42","₹1,813.33","₹23,750.20"
27-Dec-2024,"₹1,210.60",₹872.70,"₹3,900.11","₹1,297.54","₹1,822.22","₹23,813.40"
30-Dec-2024,"₹1,200.33",₹862.82,"₹3,894.44","₹1,284.74","₹1,812.00","₹23,644.90"
31-Dec-2024,"₹1,205.04",₹860.37,"₹3,834.51","₹1,271.84","₹1,787.29","₹23,644.80"
01-Jan-2025,"₹1,210.79",₹865.18,"₹3,851.04","₹1,273.82","₹1,789.66","₹23,742.90"
02-Jan-2025,"₹1,231.17",₹870.52,"₹3,910.31","₹1,280.72","₹1,861.30","₹24,188.65"
03-Jan-2025,"₹1,240.44",₹848.90,"₹3,839.28","₹1,255.36","₹1,843.14","₹24,004.75"
06-Jan-2025,"₹1,207.57",₹830.11,"₹3,834.70","₹1,254.42","₹1,842.28","₹23,616.05"
07-Jan-2025,"₹1,230.23",₹831.52,"₹3,772.24","₹1,269.45","₹1,835.63","₹23,707.90"
08-Jan-2025,"₹1,254.66",₹822.25,"₹3,847.24","₹1,254.07","₹1,837.81","₹23,688.95"
09-Jan-2025,"₹1,244.01",₹809.39,"₹3,782.11","₹1,252.73","₹1,822.75","₹23,526.50"
10-Jan-2025,"₹1,231.27",₹804.03,"₹3,994.50","₹1,240.28","₹1,869.95","₹23,431.50"
13-Jan-2025,"₹1,229.23",₹791.46,"₹4,018.33","₹1,220.33","₹1,865.43","₹23,085.95"
14-Jan-2025,"₹1,228.14",₹799.10,"₹3,963.97","₹1,230.80","₹1,844.37","₹23,176.05"
15-Jan-2025,"₹1,241.48",₹797.38,"₹3,979.47","₹1,228.77","₹1,853.50","₹23,213.20"
16-Jan-2025,"₹1,255.61",₹801.75,"₹3,938.92","₹1,239.54","₹1,833.35","₹23,311.80"
17-Jan-2025,"₹1,291.20",₹794.32,"₹3,933.20","₹1,216.07","₹1,725.92","₹23,203.20"
20-Jan-2025,"₹1,294.27",₹801.36,"₹3,888.85","₹1,223.51","₹1,723.88","₹23,344.75"
21-Jan-2025,"₹1,262.79",₹797.06,"₹3,848.85","₹1,186.99","₹1,711.90","₹23,024.65"
22-Jan-2025,"₹1,266.17",₹808.54,"₹3,964.00","₹1,191.26","₹1,764.90","₹23,155.35"
23-Jan-2025,"₹1,252.83",₹807.98,"₹3,953.37","₹1,192.55","₹1,773.45","₹23,205.35"
24-Jan-2025,"₹1,235.63",₹800.66,"₹3,959.95","₹1,199.94","₹1,782.96","₹23,092.20"
27-Jan-2025,"₹1,218.82",₹790.95,"₹3,876.79","₹1,218.55","₹1,732.15","₹22,829.15"
28-Jan-2025,"₹1,223.83",₹810.65,"₹3,853.09","₹1,237.35","₹1,739.51","₹22,957.25"
29-Jan-2025,"₹1,224.92",₹814.00,"₹3,909.83","₹1,242.07","₹1,788.47","₹23,163.10"
30-Jan-2025,"₹1,242.32",₹820.89,"₹3,910.07","₹1,245.99","₹1,768.22","₹23,249.50"
31-Jan-2025,"₹1,254.27",₹824.41,"₹3,921.85","₹1,243.21","₹1,787.10","₹23,508.40"
01-Feb-2025,"₹1,253.77",₹820.63,"₹3,884.42","₹1,245.94","₹1,760.05","₹23,482.15"
03-Feb-2025,"₹1,235.23",₹814.34,"₹3,880.13","₹1,243.41","₹1,771.41","₹23,361.05"
04-Feb-2025,"₹1,274.20",₹835.16,"₹3,916.75","₹1,258.49","₹1,805.16","₹23,739.25"
05-Feb-2025,"₹1,267.26",₹843.36,"₹3,901.54","₹1,257.99","₹1,803.50","₹23,696.30"
06-Feb-2025,"₹1,270.58",₹846.30,"₹3,893.57","₹1,262.66","₹1,821.18","₹23,603.35"
07-Feb-2025,"₹1,255.85",₹840.91,"₹3,842.70","₹1,247.28","₹1,809.77","₹23,559.95"
10-Feb-2025,"₹1,242.92",₹832.66,"₹3,849.90","₹1,252.93","₹1,787.57","₹23,381.60"
11-Feb-2025,"₹1,224.28",₹825.70,"₹3,779.90","₹1,243.16","₹1,783.15","₹23,071.80"
12-Feb-2025,"₹1,206.13",₹828.32,"₹3,767.12","₹1,242.21","₹1,771.27","₹23,045.25"
13-Feb-2025,"₹1,205.69",₹823.90,"₹3,728.97","₹1,239.34","₹1,752.35","₹23,031.40"
14-Feb-2025,"₹1,206.83",₹822.52,"₹3,752.53","₹1,250.45","₹1,764.85","₹22,929.25"
17-Feb-2025,"₹1,214.41",₹833.44,"₹3,723.58","₹1,241.57","₹1,751.45","₹22,959.50"
18-Feb-2025,"₹1,214.91",₹836.20,"₹3,693.73","₹1,233.53","₹1,760.62","₹22,945.30"
19-Feb-2025,"₹1,216.94",₹838.22,"₹3,608.76","₹1,251.99","₹1,721.50","₹22,932.90"
20-Feb-2025,"₹1,222.44",₹818.76,"₹3,604.28","₹1,240.38","₹1,735.14","₹22,913.15"
21-Feb-2025,"₹1,217.63",₹821.38,"₹3,610.57","₹1,223.51","₹1,725.49","₹22,795.90"
24-Feb-2025,"₹1,204.15",₹813.90,"₹3,505.29","₹1,209.02","₹1,677.10","₹22,553.35"
25-Feb-2025,"₹1,193.69",₹816.45,"₹3,461.37","₹1,214.78","₹1,680.52","₹22,547.55"
27-Feb-2025,"₹1,196.76",₹825.36,"₹3,445.16","₹1,213.09","₹1,677.29","₹22,545.05"
28-Feb-2025,"₹1,189.82",₹840.74,"₹3,321.85","₹1,194.88","₹1,604.47","₹22,124.70"
03-Mar-2025,"₹1,161.22",₹825.77,"₹3,331.20","₹1,196.96","₹1,624.34","₹22,119.30"
04-Mar-2025,"₹1,151.95",₹829.87,"₹3,368.39","₹1,201.13","₹1,605.04","₹22,082.65"
05-Mar-2025,"₹1,165.53",₹820.17,"₹3,382.70","₹1,206.39","₹1,627.10","₹22,337.30"
06-Mar-2025,"₹1,199.24",₹820.75,"₹3,434.72","₹1,208.72","₹1,631.23","₹22,544.70"
07-Mar-2025,"₹1,239.10",₹819.80,"₹3,443.87","₹1,205.25","₹1,602.85","₹22,552.50"
10-Mar-2025,"₹1,227.80",₹818.95,"₹3,423.32","₹1,205.55","₹1,617.54","₹22,460.30"
11-Mar-2025,"₹1,236.62",₹817.98,"₹3,409.64","₹1,235.86","₹1,579.66","₹22,497.90"
12-Mar-2025,"₹1,246.29",₹830.43,"₹3,343.74","₹1,234.43","₹1,512.40","₹22,470.50"
13-Mar-2025,"₹1,237.22",₹828.22,"₹3,348.36","₹1,240.48","₹1,501.94","₹22,397.20"
17-Mar-2025,"₹1,228.24",₹830.07,"₹3,335.63","₹1,259.28","₹1,511.64","₹22,508.75"
18-Mar-2025,"₹1,228.24",₹830.07,"₹3,335.63","₹1,259.28","₹1,511.64","₹22,834.30"
19-Mar-2025,"₹1,236.47",₹846.42,"₹3,335.06","₹1,303.05","₹1,508.31","₹22,907.60"
20-Mar-2025,"₹1,258.28",₹858.38,"₹3,398.05","₹1,311.58","₹1,535.88","₹23,190.65"
21-Mar-2025,"₹1,265.42",₹859.16,"₹3,412.31","₹1,332.82","₹1,514.01","₹23,350.40"
24-Mar-2025,"₹1,290.95",₹873.55,"₹3,460.80","₹1,347.75","₹1,514.20","₹23,658.35"
25-Mar-2025,"₹1,274.44",₹883.96,"₹3,488.27","₹1,333.41","₹1,548.14","₹23,668.65"
26-Mar-2025,"₹1,262.15",₹876.73,"₹3,467.33","₹1,325.67","₹1,520.57","₹23,486.85"
27-Mar-2025,"₹1,267.26",₹885.85,"₹3,482.02","₹1,326.42","₹1,524.47","₹23,591.95"
28-Mar-2025,"₹1,264.18",₹887.23,"₹3,439.06","₹1,338.03","₹1,493.19","₹23,519.35"
01-Apr-2025,"₹1,241.88",₹857.95,"₹3,386.27","₹1,308.35","₹1,451.22","₹23,165.70"
02-Apr-2025,"₹1,240.44",₹872.04,"₹3,379.74","₹1,321.06","₹1,473.70","₹23,332.35"
03-Apr-2025,"₹1,238.01",₹871.05,"₹3,245.46","₹1,319.37","₹1,422.70","₹23,250.10"
04-Apr-2025,"₹1,194.39",₹881.94,"₹3,146.52","₹1,325.08","₹1,380.06","₹22,904.45"
07-Apr-2025,"₹1,155.72",₹853.02,"₹3,122.35","₹1,277.69","₹1,327.87","₹22,161.60"
08-Apr-2025,"₹1,172.08",₹858.58,"₹3,140.37","₹1,289.95","₹1,358.34","₹22,535.85"
09-Apr-2025,"₹1,175.20",₹856.56,"₹3,096.17","₹1,290.84","₹1,334.48","₹22,399.15"
11-Apr-2025,"₹1,208.51",₹876.82,"₹3,081.77","₹1,301.61","₹1,339.94","₹22,828.55"
15-Apr-2025,"₹1,229.48",₹905.05,"₹3,097.69","₹1,339.86","₹1,355.68","₹23,328.55"
16-Apr-2025,"₹1,228.69",₹911.40,"₹3,122.11","₹1,346.01","₹1,343.41","₹23,437.20"
17-Apr-2025,"₹1,263.59",₹925.33,"₹3,146.04","₹1,395.93","₹1,349.50","₹23,851.65"
21-Apr-2025,"₹1,284.41",₹935.23,"₹3,167.69","₹1,399.01","₹1,379.44","₹24,125.55"
22-Apr-2025,"₹1,280.14",₹952.02,"₹3,160.83","₹1,405.65","₹1,352.63","₹24,167.25"
23-Apr-2025,"₹1,288.87",₹933.68,"₹3,254.86","₹1,413.49","₹1,402.16","₹24,328.95"
24-Apr-2025,"₹1,290.46",₹930.23,"₹3,243.99","₹1,391.96","₹1,398.84","₹24,246.70"
25-Apr-2025,"₹1,289.27",₹927.51,"₹3,288.24","₹1,394.04","₹1,407.20","₹24,039.35"
28-Apr-2025,"₹1,357.08",₹931.88,"₹3,283.94","₹1,417.86","₹1,409.01","₹24,328.50"
29-Apr-2025,"₹1,387.72",₹926.35,"₹3,311.60","₹1,418.85","₹1,423.65","₹24,335.95"
30-Apr-2025,"₹1,392.97",₹934.21,"₹3,293.67","₹1,416.07","₹1,426.12","₹24,334.20"
02-May-2025,"₹1,407.64",₹932.71,"₹3,272.02","₹1,419.15","₹1,432.59","₹24,346.70"
05-May-2025,"₹1,419.05",₹939.94,"₹3,294.24","₹1,418.46","₹1,434.20","₹24,461.15"
06-May-2025,"₹1,408.73",₹937.46,"₹3,299.68","₹1,420.64","₹1,436.96","₹24,379.60"
07-May-2025,"₹1,393.96",₹944.21,"₹3,285.47","₹1,424.41","₹1,433.92","₹24,414.40"
08-May-2025,"₹1,394.95",₹935.91,"₹3,289.09","₹1,424.51","₹1,436.86","₹24,273.80"
09-May-2025,"₹1,365.41",₹917.08,"₹3,280.89","₹1,378.27","₹1,433.25","₹24,008.00"
12-May-2025,"₹1,424.20",₹949.84,"₹3,452.65","₹1,437.41","₹1,546.67","₹24,924.70"
13-May-2025,"₹1,403.58",₹933.05,"₹3,352.13","₹1,419.65","₹1,491.24","₹24,578.35"
14-May-2025,"₹1,412.20",₹927.22,"₹3,384.27","₹1,415.28","₹1,513.87","₹24,666.90"
15-May-2025,"₹1,441.75",₹938.48,"₹3,414.02","₹1,439.69","₹1,533.45","₹25,062.10"
16-May-2025,"₹1,443.93",₹938.92,"₹3,396.29","₹1,442.87","₹1,511.49","₹25,019.80"
19-May-2025,"₹1,428.46",₹940.86,"₹3,355.75","₹1,437.91","₹1,482.88","₹24,945.45"
20-May-2025,"₹1,412.40",₹929.31,"₹3,336.20","₹1,427.19","₹1,483.64","₹24,683.90"
21-May-2025,"₹1,416.96",₹935.09,"₹3,362.43","₹1,433.64","₹1,491.15","₹24,813.45"
22-May-2025,"₹1,397.33",₹931.74,"₹3,315.89","₹1,431.06","₹1,471.18","₹24,609.70"
23-May-2025,"₹1,414.58",₹938.39,"₹3,351.75","₹1,438.70","₹1,487.63","₹24,853.15"
26-May-2025,"₹1,422.52",₹941.59,"₹3,373.40","₹1,449.42","₹1,502.56","₹25,001.15"
27-May-2025,"₹1,409.92",₹934.84,"₹3,336.59","₹1,435.32","₹1,492.67","₹24,826.20"
28-May-2025,"₹1,400.80",₹933.48,"₹3,335.63","₹1,442.67","₹1,494.29","₹24,752.45"
29-May-2025,"₹1,405.66",₹935.43,"₹3,336.01","₹1,445.35","₹1,507.40","₹24,833.60"
30-May-2025,"₹1,408.73",₹943.87,"₹3,302.92","₹1,434.73","₹1,506.54","₹24,750.70"
02-Jun-2025,"₹1,401.60",₹937.66,"₹3,289.95","₹1,439.39","₹1,497.96","₹24,716.60"
03-Jun-2025,"₹1,393.47",₹934.02,"₹3,247.42","₹1,426.89","₹1,487.55","₹24,542.50"
04-Jun-2025,"₹1,411.31",₹942.07,"₹3,252.90","₹1,420.04","₹1,495.45","₹24,620.20"
05-Jun-2025,"₹1,430.05",₹946.15,"₹3,243.47","₹1,443.66","₹1,498.44","₹24,750.90"
06-Jun-2025,"₹1,431.14",₹960.27,"₹3,256.08","₹1,448.52","₹1,507.60","₹25,003.05"
09-Jun-2025,"₹1,436.40",₹960.37,"₹3,292.35","₹1,423.81","₹1,516.37","₹25,103.20"
10-Jun-2025,"₹1,426.18",₹953.77,"₹3,331.80","₹1,412.00","₹1,538.64","₹25,104.25"
11-Jun-2025,"₹1,436.49",₹946.54,"₹3,340.46","₹1,420.04","₹1,572.48","₹25,141.40"
12-Jun-2025,"₹1,429.26",₹943.14,"₹3,304.18","₹1,414.29","₹1,550.79","₹24,888.20"
13-Jun-2025,"₹1,415.67",₹930.62,"₹3,315.25","₹1,405.26","₹1,544.42","₹24,718.60"
16-Jun-2025,"₹1,425.49",₹939.26,"₹3,363.93","₹1,415.97","₹1,565.44","₹24,946.50"
17-Jun-2025,"₹1,418.95",₹936.44,"₹3,382.21","₹1,412.30","₹1,580.96","₹24,853.40"
18-Jun-2025,"₹1,417.86",₹938.53,"₹3,320.73","₹1,401.78","₹1,574.21","₹24,812.05"
19-Jun-2025,"₹1,421.03",₹939.21,"₹3,294.37","₹1,400.49","₹1,560.24","₹24,793.25"
20-Jun-2025,"₹1,453.65",₹953.48,"₹3,305.63","₹1,416.17","₹1,564.57","₹25,112.40"
23-Jun-2025,"₹1,444.33",₹945.57,"₹3,265.12","₹1,409.23","₹1,527.07","₹24,971.90"
24-Jun-2025,"₹1,438.38",₹951.63,"₹3,262.04","₹1,413.20","₹1,524.76","₹25,044.35"
25-Jun-2025,"₹1,454.74",₹961.00,"₹3,314.38","₹1,414.88","₹1,556.86","₹25,244.75"
26-Jun-2025,"₹1,482.50",₹981.19,"₹3,311.50","₹1,428.08","₹1,557.92","₹25,549.00"
27-Jun-2025,"₹1,502.43",₹988.60,"₹3,310.82","₹1,451.00","₹1,550.21","₹25,637.80"
30-Jun-2025,"₹1,487.75",₹982.02,"₹3,330.93","₹1,434.73","₹1,544.23","₹25,517.05"
01-Jul-2025,"₹1,515.31",₹987.22,"₹3,299.86","₹1,421.04","₹1,549.05","₹25,541.80"
02-Jul-2025,"₹1,505.80",₹974.42,"₹3,293.70","₹1,416.87","₹1,552.62","₹25,453.40"
03-Jul-2025,"₹1,504.80",₹974.96,"₹3,272.05","₹1,414.98","₹1,560.52","₹25,405.30"
04-Jul-2025,"₹1,514.22",₹976.04,"₹3,290.33","₹1,431.75","₹1,581.73","₹25,461.00"
07-Jul-2025,"₹1,528.30",₹975.11,"₹3,282.54","₹1,424.71","₹1,568.53","₹25,461.30"
08-Jul-2025,"₹1,524.43",₹981.97,"₹3,277.24","₹1,430.96","₹1,579.81","₹25,522.50"
09-Jul-2025,"₹1,505.99",₹986.78,"₹3,255.69","₹1,420.94","₹1,574.99","₹25,476.10"
10-Jul-2025,"₹1,504.21",₹984.33,"₹3,253.96","₹1,413.20","₹1,557.73","₹25,355.25"
11-Jul-2025,"₹1,482.40",₹973.29,"₹3,142.35","₹1,411.01","₹1,537.58","₹25,149.85"
14-Jul-2025,"₹1,471.00",₹972.95,"₹3,100.69","₹1,412.10","₹1,513.86","₹25,082.30"
15-Jul-2025,"₹1,472.68",₹979.08,"₹3,129.17","₹1,419.84","₹1,528.61","₹25,195.80"
16-Jul-2025,"₹1,472.88",₹979.47,"₹3,121.25","₹1,415.48","₹1,550.11","₹25,212.05"
17-Jul-2025,"₹1,463.76",₹974.86,"₹3,098.18","₹1,407.84","₹1,526.59","₹25,111.45"
18-Jul-2025,"₹1,463.36",₹960.39,"₹3,079.55","₹1,414.88","₹1,529.10","₹24,968.40"
21-Jul-2025,"₹1,416.37",₹981.53,"₹3,048.95","₹1,454.58","₹1,527.36","₹25,090.70"
22-Jul-2025,"₹1,400.70",₹984.77,"₹3,050.30","₹1,462.32","₹1,514.44","₹25,060.90"
23-Jul-2025,"₹1,412.40",₹993.21,"₹3,069.12","₹1,477.20","₹1,517.91","₹25,219.90"
24-Jul-2025,"₹1,390.89",₹988.25,"₹3,039.10","₹1,472.04","₹1,496.70","₹25,062.10"
25-Jul-2025,"₹1,379.78",₹985.99,"₹3,027.32","₹1,465.79","₹1,461.23","₹24,837.00"
28-Jul-2025,"₹1,375.72",₹987.91,"₹2,972.78","₹1,477.00","₹1,461.52","₹24,680.90"
29-Jul-2025,"₹1,404.97",₹994.35,"₹2,950.28","₹1,474.82","₹1,459.30","₹24,821.10"
30-Jul-2025,"₹1,398.03",₹996.42,"₹2,947.96","₹1,471.05","₹1,464.41","₹24,855.05"
31-Jul-2025,"₹1,378.30",₹992.68,"₹2,931.75","₹1,470.06","₹1,454.77","₹24,768.35"
01-Aug-2025,"₹1,381.77",₹989.73,"₹2,899.11","₹1,460.33","₹1,416.78","₹24,565.35"
04-Aug-2025,"₹1,399.41",₹979.79,"₹2,968.04","₹1,452.00","₹1,427.29","₹24,722.75"
05-Aug-2025,"₹1,379.78",₹972.71,"₹2,957.91","₹1,433.34","₹1,407.82","₹24,649.55"
06-Aug-2025,"₹1,380.87",₹976.50,"₹2,927.40","₹1,432.55","₹1,385.07","₹24,574.20"
07-Aug-2025,"₹1,377.50",₹981.47,"₹2,941.59","₹1,429.27","₹1,385.26","₹24,596.15"
08-Aug-2025,"₹1,356.09",₹970.89,"₹2,931.36","₹1,424.91","₹1,371.95","₹24,363.30"
11-Aug-2025,"₹1,374.33",₹981.57,"₹2,935.61","₹1,425.60","₹1,376.87","₹24,585.05"
12-Aug-2025,"₹1,368.58",₹968.92,"₹2,930.39","₹1,422.00","₹1,372.92","₹24,487.40"
13-Aug-2025,"₹1,370.76",₹974.04,"₹2,931.17","₹1,420.80","₹1,375.33","₹24,619.35"
14-Aug-2025,"₹1,367.48",₹979.35,"₹2,917.75","₹1,427.30","₹1,395.67","₹24,631.30"
18-Aug-2025,"₹1,375.34",₹985.50,"₹2,907.03","₹1,434.60","₹1,384.20","₹24,876.95"
19-Aug-2025,"₹1,413.56",₹979.35,"₹2,911.86","₹1,436.30","₹1,388.25","₹24,980.65"
20-Aug-2025,"₹1,406.50",₹977.93,"₹2,991.41","₹1,430.60","₹1,442.43","₹25,050.55"
21-Aug-2025,"₹1,418.24",₹979.40,"₹2,995.27","₹1,446.00","₹1,442.62","₹25,083.75"
22-Aug-2025,"₹1,402.71",₹966.32,"₹2,948.35","₹1,436.40","₹1,434.04","₹24,870.10"
25-Aug-2025,"₹1,406.10",₹966.07,"₹3,031.95","₹1,433.20","₹1,477.04","₹24,967.75"
26-Aug-2025,"₹1,378.53",₹957.56,"₹3,047.98","₹1,416.60","₹1,474.63","₹24,712.05"
28-Aug-2025,"₹1,379.52",₹942.22,"₹2,986.68","₹1,399.10","₹1,446.19","₹24,500.90"
29-Aug-2025,"₹1,350.95",₹936.12,"₹2,977.99","₹1,397.80","₹1,416.78","₹24,426.85"
01-Sep-2025,"₹1,347.67",₹935.13,"₹3,004.92","₹1,411.00","₹1,445.51","₹24,625.05"
02-Sep-2025,"₹1,360.21",₹929.13,"₹3,003.86","₹1,394.20","₹1,444.84","₹24,579.60"
03-Sep-2025,"₹1,366.28",₹938.92,"₹2,990.35","₹1,397.00","₹1,425.94","₹24,715.05"
04-Sep-2025,"₹1,353.04",₹945.61,"₹2,988.61","₹1,405.50","₹1,410.42","₹24,734.30"
05-Sep-2025,"₹1,368.67",₹947.73,"₹2,942.85","₹1,402.80","₹1,392.68","₹24,741.00"
08-Sep-2025,"₹1,372.16",₹950.28,"₹2,914.56","₹1,402.70","₹1,381.40","₹24,773.15"
09-Sep-2025,"₹1,369.87",₹949.45,"₹2,943.91","₹1,403.70","₹1,450.24","₹24,868.60"
10-Sep-2025,"₹1,370.66",₹950.18,"₹3,002.41","₹1,403.90","₹1,477.52","₹24,973.10"
11-Sep-2025,"₹1,376.93",₹952.05,"₹3,016.12","₹1,401.60","₹1,455.44","₹25,005.50"
12-Sep-2025,"₹1,388.58",₹951.56,"₹3,025.00","₹1,417.70","₹1,470.77","₹25,114.00"
15-Sep-2025,"₹1,392.86",₹951.32,"₹3,004.25","₹1,419.40","₹1,454.19","₹25,069.20"
16-Sep-2025,"₹1,398.83",₹951.12,"₹3,036.88","₹1,421.60","₹1,456.98","₹25,239.10"
17-Sep-2025,"₹1,407.29",₹950.77,"₹3,063.04","₹1,419.20","₹1,467.69","₹25,330.25"
18-Sep-2025,"₹1,408.49",₹961.01,"₹3,066.81","₹1,421.70","₹1,485.23","₹25,423.60"
19-Sep-2025,"₹1,400.92",₹951.17,"₹3,059.57","₹1,402.20","₹1,484.85","₹25,327.05"
22-Sep-2025,"₹1,384.20",₹948.51,"₹2,967.47","₹1,401.50","₹1,445.61","₹25,202.35"
23-Sep-2025,"₹1,383.40",₹941.63,"₹2,956.46","₹1,394.30","₹1,443.68","₹25,169.50"
24-Sep-2025,"₹1,376.64",₹935.58,"₹2,930.39","₹1,382.70","₹1,440.88","₹25,056.90"
25-Sep-2025,"₹1,366.08",₹934.40,"₹2,855.09","₹1,375.80","₹1,431.44","₹24,890.85"
26-Sep-2025,"₹1,371.26",₹929.67,"₹2,798.81","₹1,359.60","₹1,396.83","₹24,654.70"
29-Sep-2025,"₹1,366.48",₹934.84,"₹2,795.91","₹1,348.10","₹1,389.98","₹24,634.90"
30-Sep-2025,"₹1,357.72",₹935.53,"₹2,788.48","₹1,348.00","₹1,389.98","₹24,611.10"
01-Oct-2025,"₹1,362.40",₹949.55,"₹2,813.39","₹1,372.00","₹1,393.84","₹24,836.30"
03-Oct-2025,"₹1,357.13",₹949.45,"₹2,801.51","₹1,365.20","₹1,394.61","₹24,894.25"
06-Oct-2025,"₹1,368.67",₹957.61,"₹2,885.02","₹1,363.40","₹1,422.95","₹25,077.65"
07-Oct-2025,"₹1,378.43",₹966.51,"₹2,870.83","₹1,375.90","₹1,406.08","₹25,108.30"
08-Oct-2025,"₹1,361.11",₹962.78,"₹2,922.48","₹1,370.30","₹1,441.27","₹25,046.15"
09-Oct-2025,"₹1,371.46",₹961.20,"₹2,955.78","₹1,376.20","₹1,455.06","₹25,181.80"
10-Oct-2025,"₹1,375.34",₹964.94,"₹2,923.54","₹1,380.30","₹1,460.45","₹25,285.35"
13-Oct-2025,"₹1,368.67",₹961.10,"₹2,903.17","₹1,379.40","₹1,439.53","₹25,227.35"
14-Oct-2025,"₹1,369.57",₹961.25,"₹2,857.89","₹1,384.10","₹1,436.35","₹25,145.50"
15-Oct-2025,"₹1,367.98",₹962.33,"₹2,877.76","₹1,398.40","₹1,421.41","₹25,323.55"
16-Oct-2025,"₹1,391.86",₹978.17,"₹2,878.63","₹1,417.30","₹1,418.61","₹25,585.30"
17-Oct-2025,"₹1,410.28",₹986.24,"₹2,870.39","₹1,436.60","₹1,389.31","₹25,709.85"
20-Oct-2025,"₹1,460.05",₹986.63,"₹2,921.75","₹1,390.30","₹1,408.40","₹25,843.15"
21-Oct-2025,"₹1,458.46",₹991.30,"₹2,913.51","₹1,382.00","₹1,419.48","₹25,868.60"
23-Oct-2025,"₹1,441.73",₹992.39,"₹2,977.95","₹1,363.70","₹1,473.57","₹25,891.40"
24-Oct-2025,"₹1,444.92",₹978.57,"₹2,968.26","₹1,377.70","₹1,470.58","₹25,795.15"
27-Oct-2025,"₹1,477.27",₹986.63,"₹2,989.29","₹1,377.60","₹1,472.63","₹25,966.05"
28-Oct-2025,"₹1,480.06",₹987.22,"₹2,963.13","₹1,363.10","₹1,468.42","₹25,936.20"
29-Oct-2025,"₹1,497.28",₹991.45,"₹2,962.84","₹1,370.40","₹1,478.41","₹26,053.90"
30-Oct-2025,"₹1,481.65",₹981.91,"₹2,941.23","₹1,362.40","₹1,462.16","₹25,877.85"
31-Oct-2025,"₹1,479.56",₹971.24,"₹2,963.22","₹1,345.30","₹1,450.90","₹25,722.10"
03-Nov-2025,"₹1,477.87",₹976.50,"₹2,923.30","₹1,346.40","₹1,454.04","₹25,763.35"
04-Nov-2025,"₹1,466.32",₹969.22,"₹2,897.52","₹1,336.90","₹1,436.81","₹25,597.65"
06-Nov-2025,"₹1,489.21",₹968.63,"₹2,917.58","₹1,320.40","₹1,435.63","₹25,509.70"
07-Nov-2025,"₹1,471.20",₹966.32,"₹2,899.07","₹1,343.00","₹1,445.52","₹25,492.30"
10-Nov-2025,"₹1,482.45",₹968.48,"₹2,931.44","₹1,348.00","₹1,481.44","₹25,574.35"
11-Nov-2025,"₹1,486.53",₹975.56,"₹2,952.56","₹1,358.30","₹1,497.89","₹25,694.95"
12-Nov-2025,"₹1,504.54",₹973.40,"₹3,034.74","₹1,358.90","₹1,518.83","₹25,875.80"
13-Nov-2025,"₹1,503.95",₹970.60,"₹3,009.44","₹1,385.90","₹1,509.14","₹25,879.15"
14-Nov-2025,"₹1,511.91",₹973.50,"₹3,009.74","₹1,373.00","₹1,470.97","₹25,910.05"
17-Nov-2025,"₹1,511.31",₹980.34,"₹3,006.05","₹1,379.00","₹1,475.67","₹26,013.45"
18-Nov-2025,"₹1,512.41",₹976.30,"₹2,991.42","₹1,373.40","₹1,454.92","₹25,910.05"
19-Nov-2025,"₹1,511.91",₹978.42,"₹3,050.14","₹1,383.10","₹1,508.46","₹26,052.65"
20-Nov-2025,"₹1,541.97",₹992.44,"₹3,047.33","₹1,383.00","₹1,503.96","₹26,192.15"
21-Nov-2025,"₹1,539.48",₹981.81,"₹3,052.95","₹1,369.50","₹1,512.28","₹26,068.15"
